laureate_id,laureate_name,gender,award_year,category,motivation_en,affiliation_name,affiliation_city,affiliation_country,affiliation_type,count
168,Wilhelm Ostwald,male,1909,Chemistry,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,Leipzig University,Leipzig,Germany,university,1
169,Otto Wallach,male,1910,Chemistry,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,Goettingen University,Göttingen,Germany,university,1
172,Victor Grignard,male,1912,Chemistry,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry",Nancy University,Nancy,France,university,1
173,Paul Sabatier,male,1912,Chemistry,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,Toulouse University,Toulouse,France,university,1
174,Alfred Werner,male,1913,Chemistry,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,University of Zurich,Zurich,Switzerland,university,1
175,Theodore William Richards,male,1914,Chemistry,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,Harvard University,"Cambridge, MA",United States,university,1
176,Richard Martin Willstätter,male,1915,Chemistry,"for his researches on plant pigments, especially chlorophyll",Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany,other,1
176,Richard Martin Willstätter,male,1915,Chemistry,"for his researches on plant pigments, especially chlorophyll",Friedrich-Wilhelms-Universität,Berlin,Germany,university,1
177,Fritz Haber,male,1918,Chemistry,for the synthesis of ammonia from its elements,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,other,1
178,Walther Hermann Nernst,male,1920,Chemistry,in recognition of his work in thermochemistry,Berlin University,Berlin,Germany,university,1
179,Frederick Soddy,male,1921,Chemistry,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",University of Oxford,Oxford,United Kingdom,university,1
180,Francis William Aston,male,1922,Chemistry,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",University of Cambridge,Cambridge,United Kingdom,university,1
181,Fritz Pregl,male,1923,Chemistry,for his invention of the method of micro-analysis of organic substances,Graz University,Graz,Austria,university,1
182,Richard Adolf Zsigmondy,male,1925,Chemistry,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",Goettingen University,Göttingen,Germany,university,1
183,The (Theodor) Svedberg,male,1926,Chemistry,for his work on disperse systems,Uppsala University,Uppsala,Sweden,university,1
184,Heinrich Otto Wieland,male,1927,Chemistry,for his investigations of the constitution of the bile acids and related substances,Munich University,Munich,Germany,university,1
185,Adolf Otto Reinhold Windaus,male,1928,Chemistry,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,Goettingen University,Göttingen,Germany,university,1
186,Arthur Harden,male,1929,Chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,London University,London,United Kingdom,university,1
187,Hans Karl August Simon von Euler-Chelpin,male,1929,Chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,Stockholm University,Stockholm,Sweden,university,1
188,Hans Fischer,male,1930,Chemistry,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,Technische Hochschule (Institute of Technology),Munich,Germany,university,1
189,Carl Bosch,male,1931,Chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,University of Heidelberg,Heidelberg,Germany,university,1
189,Carl Bosch,male,1931,Chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,I.G. Farbenindustrie A.G.,Heidelberg,Germany,other,1
190,Friedrich Bergius,male,1931,Chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,University of Heidelberg,Heidelberg,Germany,university,1
190,Friedrich Bergius,male,1931,Chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,I.G. Farbenindustrie A.G.,Mannheim-Rheinau,Germany,other,1
191,Irving Langmuir,male,1932,Chemistry,for his discoveries and investigations in surface chemistry,General Electric Company,"Schenectady, NY",United States,company,1
192,Harold Clayton Urey,male,1934,Chemistry,for his discovery of heavy hydrogen,Columbia University,"New York, NY",United States,university,1
193,Frédéric Joliot,male,1935,Chemistry,in recognition of their synthesis of new radioactive elements,Institut du Radium,Paris,France,other,1
194,Irène Joliot-Curie,female,1935,Chemistry,in recognition of their synthesis of new radioactive elements,Institut du Radium,Paris,France,other,1
195,Petrus (Peter) Josephus Wilhelmus Debye,male,1936,Chemistry,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Berlin University,Berlin,Germany,university,1
195,Petrus (Peter) Josephus Wilhelmus Debye,male,1936,Chemistry,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany,other,1
196,Walter Norman Haworth,male,1937,Chemistry,for his investigations on carbohydrates and vitamin C,Birmingham University,Birmingham,United Kingdom,university,1
197,Paul Karrer,male,1937,Chemistry,"for his investigations on carotenoids, flavins and vitamins A and B2",University of Zurich,Zurich,Switzerland,university,1
198,Richard Kuhn,male,1938,Chemistry,for his work on carotenoids and vitamins,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung,Heidelberg,Germany,other,1
198,Richard Kuhn,male,1938,Chemistry,for his work on carotenoids and vitamins,University of Heidelberg,Heidelberg,Germany,university,1
199,Adolf Friedrich Johann Butenandt,male,1939,Chemistry,for his work on sex hormones,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Berlin-Dahlem,Germany,other,1
199,Adolf Friedrich Johann Butenandt,male,1939,Chemistry,for his work on sex hormones,Berlin University,Berlin,Germany,university,1
200,Leopold Ruzicka,male,1939,Chemistry,for his work on polymethylenes and higher terpenes,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,university,1
201,George de Hevesy,male,1943,Chemistry,for his work on the use of isotopes as tracers in the study of chemical processes,Stockholm University,Stockholm,Sweden,university,1
202,Otto Hahn,male,1944,Chemistry,for his discovery of the fission of heavy nuclei,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany,other,1
203,Artturi Ilmari Virtanen,male,1945,Chemistry,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method",University of Helsinki,Helsinki,Finland,university,1
204,James Batcheller Sumner,male,1946,Chemistry,for his discovery that enzymes can be crystallized,Cornell University,"Ithaca, NY",United States,university,1
